rank	word	pos	en
8459	köri	noun	curry (sauce or relish flavored with curry powder)
8460	resimli	adj	illustrated
8461	kusuru	noun	definite singular accusative of kusur
8462	bağırır	verb	third-person singular indicative aorist of bağırmak
8463	merasim	noun	ceremony, celebration, commemoration
8464	kurak	adj	dry, arid
8465	vinç	noun	crane
8466	aygır	noun	stallion (uncastrated male horse)
8467	baltayı	noun	definite accusative singular of balta
8468	cadaloz	adj	irascible, shrewish (woman)
8469	çıkarı	noun	"definite accusative of çıkar (""self-interest, advantage"")"
8470	demet	noun	bundle, bunch; beam, ray
8471	metni	noun	definite accusative singular of metin
8472	alerjik	adj	allergic
8473	yokuş	noun	hill
8474	merkür	name	Mercury (planet)
8475	sağı	noun	accusative singular of sağ
8476	öğretmene	noun	dative singular of öğretmen
8477	ebe	noun	midwife; it, tagger, the player who tries to catch others in the game of tag.
8478	port	noun	port
8479	uyanma	noun	verbal noun of uyanmak: waking
8480	burcu	name	a female given name
8481	kanları	noun	definite accusative plural of kan
8482	kekler	noun	nominative plural of kek
8483	element	noun	element
8484	karşılaştırma	noun	verbal noun of karşılaştırmak: comparison
8485	alabalık	noun	trout
8486	fareyi	noun	definite accusative singular of fare
8487	ihraç	noun	banishment; export
8488	yalana	noun	singular dative of yalan
8489	onarmak	verb	to mend, to fix, to repair
8490	koleji	noun	accusative singular of kolej
8491	iddialı	adj	assertive; pretentious
8492	araplar	noun	plural of Arap
8493	insancıl	adj	humane, humanitarian
8494	içecekler	noun	nominative plural of içecek
8495	umumi	adj	general, universal
8496	avm	noun	initialism of AlışVeriş Merkezi (shopping centre)
8497	köpekten	noun	ablative singular of köpek
8498	duyarsız	adj	insensitive
8499	fuhuş	noun	vice, prostitution, whoredom
8500	mango	noun	synonym of Hint kirazı (“mango”)
8501	uyarım	noun	first-person singular simple present possessive of uyarı
8502	sahra	noun	desert
8503	ekranı	noun	accusative singular of ekran
8504	kabiliyet	noun	ability, capability
8505	gelmezler	verb	third-person plural indicative negative aorist of gelmek
8506	kanunen	adv	By or according to law; legally.
8507	babadan	noun	ablative singular of baba
8508	zurna	noun	zurna
8509	ramen	noun	ramen
8510	deste	noun	bunch, bundle; a set of ten
8511	bere	noun	beret
8512	yabancıları	adj	definite accusative plural
8513	marangoz	noun	carpenter
8514	dalgalı	adj	wavy
8515	sahipsiz	adj	derelict; forlorn
8516	hatırlatan	adj	reminiscent
8517	köklü	adj	rooted, having roots
8518	döven	verb	present participle of dövmek
8519	batarya	noun	battery
8520	özeti	noun	accusative singular of özet
8521	faal	adj	active
8522	yönlendirmek	verb	to direct something towards, to move something to a different way
8523	sülfür	noun	sulfur (chemical element)
8524	uykusuzluk	noun	sleeplessness, insomnia
8525	aşığı	noun	accusative singular of aşık
8526	ısısı	noun	third-person singular possessive of ısı
8527	sandalyeden	noun	ablative singular of sandalye
8528	güpegündüz	adv	in broad daylight
8529	falcı	noun	fortune teller, soothsayer
8530	artışı	noun	accusative singular of artış
8531	gelgit	noun	tide, flood-tide
8532	avustralyalı	name	Australian
8533	hamburg	name	Hamburg (the second-largest city in Germany)
8534	fal	noun	fortune telling, omen
8535	traktör	noun	tractor (a vehicle used in farms e.g. for pulling farm equipment and preparing the fields)
8536	hermes	name	Hermes
8537	okullara	noun	dative plural of okul
8538	şempanze	noun	chimpanzee
8539	döşeme	noun	flooring, tiling, upholstery, furniture
8540	avlar	noun	definite plural of av
8541	osmanlı	adj	Ottoman
8542	aynayı	noun	definite accusative singular of ayna
8543	öldürtmek	verb	to have (someone) killed
8544	pastırması	noun	third-person singular possessive of pastırma
8545	bufalo	noun	buffalo
8546	yatırmak	verb	to lay down; to put to sleep
8547	yarattık	verb	first-person plural indicative simple past of yaratmak
8548	tadilat	noun	alteration(s); amendment(s)
8549	kıyısı	noun	nominative third-person singular single-possession possessive of kıyı
8550	ücra	adj	remote; out-of-the-way
8551	cemaat	noun	community; crowd
8552	sunumu	noun	accusative singular of sunum
8553	gemisinden	noun	third-person singular single-possession possessive ablative of gemi
8554	türkler	noun	plural of Türk
8555	kimsesiz	adj	alone
8556	ateşler	noun	nominative plural of ateş
8557	küplere	noun	plural dative of küp
8558	yönetimin	noun	genitive singular of yönetim
8559	kasetler	noun	nominative plural of kaset
8560	uyumsuz	adj	disharmonic, not harmonic
8561	aktarma	noun	verbal noun of aktarmak
8562	yatakları	noun	definite accusative plural
8563	işadamı	noun	work, task, deed
8564	çıkışlar	noun	nominative plural of çıkış
8565	ürkek	adj	timid; shy
8566	devin	noun	genitive singular of dev
8567	federasyonu	noun	definite accusative singular of federasyon
8568	babasız	adj	fatherless
8569	çırak	noun	apprentice
8570	mimari	noun	architecture; construction
8571	porselen	noun	porcelain
8572	jeolojik	adj	geological
8573	balıklı	adj	abundant in or containing fish
8574	senaryosu	noun	third-person singular possessive genitive of senaryo
8575	hünkâr	noun	Padishah, sultan
8576	çantalar	noun	nominative plural of çanta
8577	gemini	noun	second-person singular simple present possessive accusative of gemi
8578	frengi	noun	syphilis
8579	musevi	noun	Jew, adherent of Judaism.
8580	banyodan	noun	ablative singular of banyo
8581	annelerin	noun	genitive plural
8582	amansız	adj	merciless, pitiless
8583	yamyam	noun	cannibal
8584	iman	noun	faith
8585	övgüyü	noun	accusative singular of övgü
8586	açarsın	verb	second-person singular indicative aorist of açmak
8587	dakikayı	noun	accusative singular of dakika
8588	ballı	adj	honeyed (containing honey)
8589	açılmak	verb	to shove off, leave port
8590	pervasız	adj	fearless; reckless
8591	aşçılık	noun	cooking, cookery
8592	martı	noun	gull
8593	venezuela	name	Venezuela (a country in South America)
8594	parçacıklar	noun	nominative plural of parçacık
8595	boğmak	verb	to choke, strangle, throttle; to suffocate; to drown
8596	ısmarlamak	verb	to order
8597	mısırlı	adj	Egyptian
8598	komut	noun	command, order; instruction, directive
8599	uzanmak	verb	to lie (be in a horizontal position)
8600	galon	noun	gallon (a unit of volume used for liquids)
8601	mecburen	adv	compulsorily, perforce, under obligation
8602	salya	noun	saliva, spittle
8603	sınavları	noun	definite accusative plural of sınav
8604	hiper	adj	hyper
8605	tesadüfi	adj	coincidental
8606	dolaptan	noun	ablative singular of dolap
8607	orkide	noun	orchid
8608	kütüphaneci	noun	librarian (the manager of a library)
8609	hastaneler	noun	plural of hastane
8610	nen	noun	thing
8611	lobi	noun	lobby (all senses)
8612	demiri	noun	definite accusative singular of demir
8613	kanallar	noun	nominative plural of kanal
8614	dumanlı	adj	smoky (filled with smoke)
8615	kaleme	noun	dative singular of kalem
8616	diktatör	noun	dictator
8617	dizini	noun	accusative singular of dizin
8618	azınlık	noun	minority
8619	kapın	noun	second-person singular possessive of kapı
8620	geliri	noun	accusative singular of gelir
8621	eşler	noun	nominative plural of eş
8622	dişe	noun	dative singular of diş
8623	linç	noun	lynching
8624	palmiye	noun	palm tree
8625	başlamayı	noun	accusative singular of başlama
8626	muhalefet	noun	opposition (action, political)
8627	göçebe	adj	migratory
8628	bebeklere	noun	dative plural of bebek
8629	vurulmak	verb	to fall in love (with)
8630	senatörü	noun	definite accusative singular
8631	halıyı	noun	definite singular accusative of halı
8632	pak	adj	pure; clean
8633	egzersizi	noun	singular definite accusative of egzersiz
8634	dilinden	noun	second-person singular (“your”) possessive form of dil in the ablative case.
8635	dergiler	noun	nominative plural of dergi
8636	bağın	noun	genitive singular of bağ
8637	burunlu	adj	nosed
8638	baston	noun	cane, walking stick
8639	boruyu	noun	accusative singular of boru
8640	papazı	noun	accusative singular of papaz
8641	hortlak	adj	undead, that which has risen from the grave
8642	sevdiler	verb	third-person plural indicative simple past of sevmek
8643	çubukları	noun	definite accusative plural of çubuk
8644	haldun	name	a male given name from Arabic
8645	sıhhiye	noun	sanitary matters
8646	birliktelik	noun	state of being together: togetherness
8647	mülkiyet	noun	ownership
8648	utandırmak	verb	causative of utanmak: to shame, make someone ashamed, embarrassed
8649	seveceksiniz	verb	second-person plural indicative future of sevmek
8650	aktörler	noun	nominative plural of aktris
8651	diploma	noun	diploma
8652	bunaltıcı	adj	overwhelming, depressing, oppressive, mind-bending
8653	dayanak	noun	something to lean on
8654	istifade	noun	benefiting, profiting, gaining
8655	cesaretli	adj	brave, courageous
8656	dişiler	noun	nominative plural of dişi
8657	eskimiş	adj	obsolete
8658	atılmak	verb	to be thrown, cast, projected
8659	ahlaklı	adj	ethical; virtuous
8660	ördekler	noun	nominative plural of ördek
8661	korucu	noun	ranger, forester
8662	anomali	noun	anomaly
8663	fakirler	noun	nominative plural of fakir
8664	haylaz	adj	naughty, mischievous
8665	şikayeti	noun	definite accusative singular of şikayet
8666	çimen	noun	grass; lawn
8667	örneklerini	noun	second/third-person singular multiple-possession possessive definite accusative
8668	kulaklık	noun	headphone
8669	aşağılama	verb	gerund of aşağılamak
8670	teleskop	noun	telescope (optical instrument that magnifies)
8671	rosto	noun	roast
8672	ikişer	adv	distributive of iki (two each)
8673	rezillik	noun	synonym of rezalet
8674	kaftan	noun	kaftan
8675	kızgınlık	noun	anger
8676	soykırım	noun	genocide
8677	beyrut	name	Beirut (the capital city of Lebanon)
8678	hayallerimin	noun	first-person singular multiple-possession possessive genitive of hayal
8679	ceketli	adj	with a jacket
8680	facia	noun	catastrophe, tragedy
8681	örümcekler	noun	nominative plural of örümcek
8682	kaltaklar	noun	nominative plural of kaltak
8683	sürücüyü	noun	singular definite accusative of sürücü
8684	hasret	noun	longing (melancholic desire)
8685	susam	noun	sesame, a tropical, Asian plant of the species Sesamum indicum
8686	acıyacak	verb	third-person singular indicative future of acımak
8687	muhafazakar	noun	conservative
8688	gemimi	noun	first-person singular single-possession possessive definite accusative of gemi
8689	sandalyeler	noun	nominative plural of sandalye
8690	renge	noun	dative singular of renk
8691	içermek	verb	to include
8692	vücutları	noun	definite accusative plural of vücut
8693	doğayı	noun	singular definite accusative of doğa
8694	erdem	noun	virtue, morals
8695	röntgeni	noun	accusative singular of röntgen
8696	parmaklık	noun	any set of metal or wooden bar, railing, fence
8697	organizma	noun	organism (living thing)
8698	ninni	noun	lullaby
8699	çiğnemek	verb	to chew; to trample; to tread on
8700	anormallik	noun	abnormality
8701	zürih	name	Zurich (the capital city of Zurich canton, Switzerland)
8702	boklu	adj	shitty, feculent
8703	tonya	name	a district of Trabzon Province, Turkey
8704	itiş	noun	push (short, directed application of force; act of pushing)
8705	cebe	noun	dative singular of cep
8706	bileği	noun	hone, whetstone, any stone used to sharpen an edged tool
8707	kanguru	noun	kangaroo (marsupial)
8708	odağı	noun	definite accusative singular of odak
8709	hepatit	noun	hepatitis (liver inflammation)
8710	nedensiz	adj	unprovoked, for no reason
8711	dondurmayı	noun	singular definite accusative of dondurma
8712	varil	noun	barrel, drum, a round, cylindrical vessel made of metal and having flat ends
8713	tolerans	noun	tolerance (all senses)
8714	çocuklarda	noun	locative plural of çocuk
8715	iyiyi	noun	accusative singular of iyi
8716	kuzeydoğu	noun	northeast
8717	okey	intj	OK (endorsement, approval)
8718	boomer	noun	boomer, baby boomer
8719	kirpi	noun	hedgehog (animal)
8720	sevkiyat	noun	synonym of dağıtım (dispatching)
8721	irmak	name	a female given name
8722	akılsız	adj	misguided; dim-witted
8723	kapitalist	adj	capitalist
8724	şaşkınlık	noun	bewilderment; surprise
8725	ibneler	noun	nominative plural of ibne
8726	gemilere	noun	dative plural of gemi
8727	gebelik	noun	pregnancy
8728	sevin	verb	second-person plural imperative of sevmek
8729	yasaklama	noun	verbal noun of yasaklamak: prohibition
8730	dizin	noun	index; folder
8731	uygarlık	noun	civilization
8732	kestane	noun	chestnut, the edible nut-like fruit of the tree Castanea sativa
8733	dizim	noun	first-person singular possessive of diz
8734	bora	noun	dative singular of bor
8735	kulağında	noun	second/third-person singular single-possession possessive locative of kulak
8736	yalamak	verb	to lick (to stroke with a tongue), to lick something up
8737	yalnızlığı	noun	singular definite accusative of yalnızlık
8738	yapışık	adj	adherente, adhesive
8739	sevmezler	verb	third-person plural indicative negative aorist of sevmek
8740	alçakça	adj	pretty low, fairly low
8741	önder	noun	leader
8742	alelade	adj	ordinary
8743	bulutlu	adj	cloudy, overcast
8744	gözetlemek	verb	to watch secretly, to spy on, to peep, to observe covertly, to keep an eye on
8745	pansiyon	noun	boarding house, rooming house
8746	kumaşı	noun	singular definite accusative of kumaş
8747	esprili	adj	witty
8748	krizin	noun	definite genitive singular of kriz
8749	anısı	noun	third-person singular possessive of anı
8750	lambaları	noun	definite accusative plural
8751	dürtü	noun	drive, impulse, urge
8752	ölüyü	noun	accusative singular of ölü
8753	akbabalar	noun	nominative plural of akbaba
8754	koordine	adj	coordinated
8755	kadı	noun	qadi
8756	şövalyeleri	noun	definite accusative plural of şövalye
8757	zindan	noun	dungeon
8758	taslağı	noun	accusative singular of taslak
8759	meblağ	noun	sum, total
8760	kahya	noun	butler
8761	demi	phrase	misspelling of de mi
8762	batar	verb	third-person singular indicative aorist of batmak
8763	adamakıllı	adv	substantially, extensively, markedly, properly, really, completely
8764	öldürülmek	verb	passive of öldürmek: to be killed
8765	affedecek	verb	third-person singular indicative future of affetmek
8766	sarsıcı	adj	shocking
8767	odessa	name	Odessa (a city in Ukraine)
8768	sevgimi	noun	first-person singular single-possession possessive definite accusative of sevgi
8769	senkronize	adj	synchronized
8770	muharebe	noun	battle; war
8771	örtmek	verb	to cover with a clothing; to veil, to clothe
8772	poseidon	name	Poseidon
8773	sevme	noun	verbal noun of sevmek
8774	anlatacağız	verb	first-person plural indicative future of anlatmak
8775	korece	name	Korean (language)
8776	ölçüm	noun	measurement; appraisal, evaluation
8777	kelepçeler	noun	nominative plural of kelepçe
8778	dinlenmem	noun	first-person negative past definite of dinlenmeme
8779	mensub	adj	related to, connected with, belonging to
8780	plân	noun	superseded spelling of plan
8781	isteyeceğiz	verb	first-person plural indicative future of istemek
8782	balıkçılık	noun	fishery (activity)
8783	kübalı	name	Cuban (person)
8784	tarife	noun	price list; recipe
8785	bakkal	noun	grocery; grocer
8786	itirafı	noun	third-person single-possession of itiraf
8787	kati	adj	decisive, definitive; absolute
8788	büyüler	noun	nominative plural of büyü
8789	kapaklı	name	a district of Tekirdağ Province, Turkey
8790	çiçekli	adj	flowered
8791	kentin	noun	genitive singular of kent
8792	muzdarip	adj	suffering
8793	helyum	noun	helium (chemical element)
8794	asansörün	noun	genitive singular of asansör
8795	gönlüm	noun	first-person singular single-possession possessive of gönül
8796	babaanne	noun	grandmother (one's father's mother)
8797	çizmeyi	noun	definite accusative singular of çizme
8798	köpeğimiz	noun	first-person plural single-possession possessive of köpek
8799	koyunlar	noun	nominative plural of koyun
8800	fire	noun	wastage; outage
8801	dikmek	verb	to erect, to plant
8802	araf	noun	A'raf; purgatory
8803	öğretmenlerin	noun	definite genitive plural of öğretmen
8804	sandalyenin	noun	genitive singular
8805	beslenmek	verb	to feed oneself
8806	balerin	noun	ballerina
8807	tarık	name	a male given name from Arabic
8808	gişe	noun	ticket office, box office
8809	yüzeyine	noun	second/third-person singular single-possession possessive dative of yüzey
8810	öcü	noun	bogeyman
8811	brifing	noun	briefing
8812	bendeniz	pron	yours truly, I
8813	içgüdüsel	adj	instinctive, instinctual
8814	ütü	noun	iron (device for pressing clothes)
8815	bahçeleri	noun	definite accusative plural of bahçe
8816	uğratma	noun	verbal noun of uğratmak
8817	yaptırır	verb	third-person singular indicative aorist of yaptırmak
8818	dalgın	adj	pensive, absent-minded, meditative, thoughtful, abstracted
8819	kuşa	noun	dative singular of kuş
8820	umutlar	noun	nominative plural of umut
8821	salaklık	noun	stupidity, an act that is stupid
8822	gerilla	noun	guerrilla (guerrilla fighter)
8823	gurup	noun	sundown, sunset
8824	okuyucu	noun	reader (person who reads a publication)
8825	kobay	noun	guinea pig (animal)
8826	teneffüs	noun	recess; respiration
8827	gecelerde	noun	locative plural of gece
8828	pozisyonuna	noun	second-person singular simple present possessive dative of pozisyon
8829	dama	noun	checkers
8830	baktılar	verb	third-person plural indicative simple past of bakmak
8831	lolipop	noun	lollipop
8832	ucubeler	noun	nominative plural of ucube
8833	anten	noun	antenna; antenna, yard, the spar on a mast to which a lateen sail is attached
8834	demirci	noun	ironmonger; smith, blacksmith
8835	özdemir	name	a male given name
8836	uyuyordun	verb	second-person singular indicative past imperfective of uymak
8837	begüm	noun	begum
8838	bluz	noun	blouse
8839	anahtarlarım	noun	first-person singular multiple-possession possessive
8840	sapığın	noun	definite genitive singular of sapık
8841	bedensel	adj	physical, corporeal.
8842	çöreği	noun	definite accusative singular of çörek
8843	fiyakalı	adj	fancy, showy, ostentatious
8844	yalanın	noun	singular definite genitive of yalan
8845	tekin	adj	uninhabited; unhaunted
8846	kalleş	adj	perfidious
8847	sıtma	noun	malaria
8848	fatma	name	a female given name from Arabic
8849	benekli	adj	mottled; pinto
8850	tutkal	noun	glue
8851	divan	noun	divan, a council of state held between the viziers of the Ottoman Empire and the sultan
8852	halıya	noun	dative singular of halı
8853	ferah	noun	State of inner peace, serenity, contentment.
8854	mineral	noun	mineral
8855	tıkmak	verb	to stuff, cram, jam, thrust, or stick
8856	ölçmek	verb	to measure, to ascertain the quantity or size of a unit of material
8857	mahmut	name	a male given name from Arabic
8858	illegal	adj	illegal
8859	steril	adj	sterile
8860	anahtarların	noun	genitive plural
8861	müdahil	adj	involved
8862	ölünün	noun	genitive singular of ölü
8863	yelkenli	noun	sailboat, sailship
8864	atalar	noun	nominative plural of ata
8865	çiftlerin	noun	definite genitive plural of çift
8866	hasır	noun	mat woven from reeds, rushes or raffia
8867	kolaylaştırmak	verb	causative of kolaylamak: to facilitate, to make easy
8868	soba	noun	stove
8869	dinin	noun	genitive singular of din
8870	regl	noun	menstruation
8871	ağlayacağım	verb	first-person singular indicative future of ağlamak
8872	fanatik	adj	fanatic
8873	koşulsuz	adj	unconditional
8874	şerife	name	a female given name from Arabic
8875	umu	name	a male given name
8876	die	adv	someone who is named ..., something which is called ...
8877	tofu	noun	tofu
8878	travesti	noun	transvestite
8879	tarak	noun	comb (toothed implement for grooming the hair)
8880	sevilmek	verb	passive of sevmek: to be loved
8881	marul	noun	lettuce, any edible plant in the genus Lactuca and its leaves, eaten as a vegetable
8882	uygar	adj	civilized
8883	sayma	noun	counting
8884	şekersiz	adj	unsweetened, sugar-free
8885	yasaklı	adj	forbidden, outlawed
8886	briç	noun	contract bridge
8887	kuraklık	noun	drought
8888	samimiyet	noun	sincerity, cordiality
8889	eserler	noun	nominative plural of eser
8890	mahrem	adj	secret
8891	tuna	name	a female given name
8892	gemilerine	noun	second/third-person singular multiple-possession possessive dative
8893	aygıt	noun	device
8894	bakanlar	noun	plural of bakan
8895	ebu	noun	father
8896	şaşırma	noun	verbal noun of şaşırmak
8897	diyalog	noun	dialogue
8898	montaj	noun	edit, editing; assembly, setup
8899	gözdağı	noun	threat, intimidation
8900	yaratıcılık	noun	creativity; The imagination; (the image-making power of the mind)
8901	alkolsüz	adj	nonalcoholic
8902	liret	noun	lira (former currency of Italy)
8903	kokuları	noun	definite accusative plural
8904	geçid	noun	crossover; a narrow place where one may travel: pass; ford; narrows; isthmus
8905	cenap	noun	majesty, excellency
8906	semboller	noun	nominative plural of sembol
8907	kanarya	noun	canary, a small songbird of the species Serinus canaria, native to the Canary Islands
8908	verisi	noun	third-person singular possessive of veri
8909	güreşçi	noun	wrestler
8910	ruble	noun	ruble
8911	önleme	noun	verbal noun of önlemek
8912	çörekler	noun	nominative plural of çörek
8913	azami	adj	greatest, maximum
8914	sarmaşık	noun	ivy; any climbing or trailing evergreen plants of the genus Hedera
8915	tiz	adj	high-pitched; sharp
8916	yoklama	noun	roll call
8917	aşağılamak	verb	to humiliate, to look down on, to demean
8918	fani	adj	mortal
8919	dolaşma	noun	a stroll; the act of walking around leisurely, wandering
8920	alıngan	adj	someone who takes offense from things that are not meant to be hurtful for them
8921	uyandırıcı	noun	stimulus
8922	acaip	adj	interesting; grotesque
8923	ekspres	noun	express train
8924	alkolikler	noun	nominative plural of alkolik
8925	fast	noun	initialism of Fonların Anlık ve Sürekli Transferi (The Instant and Continuous Transfer of Funds)
8926	platin	noun	platinum
8927	bakmanın	noun	genitive singular of bakma
8928	kıyameti	noun	accusative singular of kıyamet
8929	step	noun	steppe (the grasslands of Eastern Europe and Asia)
8930	gladyatör	noun	gladiator
8931	günahkâr	adj	sinner
8932	amerikalıları	name	definite accusative plural
8933	kaplanı	noun	definite accusative singular of kaplan
8934	deftere	noun	dative singular of defter
8935	gösteriler	noun	nominative plural of gösteri
8936	avcılık	noun	huntsmanship
8937	sürücüler	noun	nominative plural of sürücü
8938	barselona	name	Barcelona (the capital city of Catalonia, Spain)
8939	kalitesiz	noun	of low quality, shoddy
8940	şişeye	noun	dative singular of şişe
8941	kurnazca	adj	befitting someone clever; crafty
8942	kamuoyu	noun	public opinion
8943	salatalık	noun	cucumber (plant)
8944	altılı	noun	sextet
8945	beyinde	noun	locative singular of beyin
8946	eyleme	noun	verbal noun of eylemek
8947	mersi	intj	thanks
8948	coğrafya	noun	geography (study of physical structure and inhabitants of the Earth)
8949	ayını	noun	second-person singular possessive of ayı
8950	hadise	noun	incident, event
8951	bülbül	noun	nightingale (Luscinia megarhynchos)
8952	karşılaştırdım	verb	first-person singular indicative simple past of karşılaştırmak
8953	tahsil	noun	An act of collecting money, a debt, due etc.; collection.
8954	donanım	noun	hardware
8955	karası	noun	third-person singular possessive of kara
8956	adalar	noun	nominative plural of ada
8957	amaçsız	adj	aimless
8958	açıyorlar	verb	third-person singular present continuous of açmak
8959	genişleme	noun	verbal noun of genişlemek: enlargement
8960	keyifsiz	adj	unhappy, joyless, disgruntled
8961	hazırlığı	noun	definite accusative singular of hazırlık
8962	aromalı	adj	aromatic, fragrant
8963	dergiyi	noun	definite accusative singular of dergi
8964	cezalı	adj	punished, damned
8965	tefeci	noun	a usurer
8966	yaptırma	noun	verbal noun of yaptırmak
8967	tırnakları	noun	definite accusative plural
8968	yeteneksiz	adj	skilless, talentless, unskilled, inept, incompetent, uncompetent
8969	garsonu	noun	definite singular accusative of garson
8970	ablanın	noun	genitive singular of abla
8971	sallamak	verb	To move regularly in the same direction; to swing, to rock, to shake.
8972	tablolar	noun	plural of tablo
8973	değiştiririm	verb	first-person singular indicative aorist of değiştirmek
8974	öğretmenleri	noun	definite accusative plural of öğretmen
8975	deriyi	noun	accusative singular of deri
8976	feminist	adj	feminist
8977	uydum	noun	first-person singular simple present possessive of uydu
8978	ödevin	noun	singular definite genitive of ödev
8979	gemilerinin	noun	second/third-person singular multiple-possession possessive genitive
8980	namı	noun	singular accusative
8981	hamster	noun	hamster
8982	coşku	noun	excitement, enthusiasm
8983	dağıtır	verb	third-person singular indicative aorist of dağıtmak
8984	seramik	adj	ceramic (of or pertaining to ceramic as material)
8985	ayarı	noun	definite accusative singular
8986	canavarların	noun	genitive plural of canavar
8987	zambak	noun	lily, any of several flowering plants in the genus Lilium
8988	denim	noun	denim
8989	şunların	pron	genitive plural of şu
8990	boyamak	verb	to paint, dye, color
8991	mızrağı	noun	definite accusative singular of mızrak
8992	dağıtımı	noun	accusative singular of dağıtım
8993	ferdinand	name	Ferdinand
8994	büyükleri	noun	definite accusative plural of büyük
8995	yavan	adj	made with little or no oil or butter
8996	madalyayı	noun	singular definite accusative of madalya
8997	kötüyü	noun	accusative singular of kötü
8998	yama	noun	birthmark; patch
8999	salağa	noun	dative singular of salak
9000	entrika	noun	intrigue
9001	bulundurma	noun	verbal noun of bulundurmak
9002	yakınlar	noun	nominative plural of yakın
9003	alenen	adv	publicly, openly
9004	canlandırma	noun	animation; arousal
9005	batırmak	verb	to mess up, to screw up, to ruin
9006	çavdar	noun	rye, any grass of the species Secale cereale or its grain
9007	diplomat	noun	diplomat
9008	kâfi	adj	enough, sufficient
9009	şaşırtmak	verb	to make somebody mixed up, puzzled
9010	temizleyici	noun	cleaner
9011	girdap	noun	vortex
9012	amaçlar	noun	nominative plural of amaç
9013	kundaklama	noun	arson
9014	çiçeklere	noun	dative plural of çiçek
9015	şapkalar	noun	nominative plural of şapka
9016	gömülmek	verb	to be buried
9017	oğullar	noun	nominative plural of oğul
9018	kralları	noun	definite accusative plural
9019	anahtarımı	noun	first-person singular single-possession possessive definite accusative of anahtar
9020	bihaber	adj	clueless, without knowledge
9021	dilinin	noun	third-person singular (“his/her/its”) possessive form of dil in the genitive case.
9022	çüş	intj	Interjection expressing surprise
9023	terlik	noun	slipper; flip-flop
9024	kaktüs	noun	cactus
9025	gösterime	noun	dative singular of gösterim
9026	mühendisliği	noun	definite accusative singular of mühendislik
9027	paydos	noun	recess, respite
9028	kapanık	adj	shut, closed, covered
9029	terapiste	noun	dative singular of terapist
9030	akü	noun	clipping of akümülatör
9031	vücutta	noun	locative singular of vücut
9032	kapanma	noun	verbal noun of kapanmak: closure, closing
9033	dinar	name	a town and district of Afyonkarahisar Province, Turkey
9034	seversiniz	verb	second-person plural indicative aorist of sevmek
9035	ophelia	name	Ophelia
9036	tabiat	noun	nature; behaviour; manner; character; temperament
9037	klip	noun	music video
9038	bilgilendirmek	verb	to inform, to let know (to act as an informer)
9039	akvaryum	noun	aquarium
9040	ciro	noun	endorsement; turnover
9041	çalacaksın	verb	second-person singular indicative future of çalmak
9042	kavgacı	noun	agressive, quarrelsome person
9043	titanyum	noun	titanium
9044	fildişi	adj	Having the color of ivory.
9045	nebze	noun	ounce, modicum, smidgen (a very small quantity or amount)
9046	metres	noun	mistress
9047	halil	name	a male given name from Arabic
9048	nasip	noun	That which falls on one's share; lot, fortune.
9049	yalanların	noun	definite genitive plural of yalan
9050	evlerden	noun	ablative plural of ev
9051	paragraf	noun	paragraph; paragraph symbol; ¶
9052	sağanak	noun	heavy rain that starts suddenly, usually for a short time; a squall
9053	yazıcı	noun	writer; clerk
9054	ödüller	noun	nominative plural of ödül
9055	lösemi	noun	leukemia (cancer of blood forming tissue)
9056	dayanışma	noun	solidarity, concord
9057	tarihler	noun	nominative plural of tarih
9058	korkarlar	verb	third-person plural indicative aorist of korkmak
9059	çiçeğin	noun	genitive singular of çiçek
9060	plağı	noun	accusative singular of plak
9061	taklitçi	noun	copyist; forger
9062	meşale	noun	torch
9063	isyancı	noun	rebel
9064	feribot	noun	car ferry; ferry, ferryboat
9065	soğutucu	noun	cooler (insulated bin or box to keep food cold while picnicking or camping)
9066	cihazlar	noun	nominative plural of cihaz
9067	masaları	noun	definite accusative plural
9068	eğitici	noun	synonym of eğitmen
9069	pırlanta	noun	gemstone
9070	etraflıca	adv	In a detailed, thorough manner.
9071	yetişkinim	noun	first-person singular predicative singular of yetişkin
9072	yerleştirme	noun	verbal noun of yerleştirmek
9073	fiziği	noun	singular definite accusative of fizik
9074	timsahlar	noun	nominative plural of timsah
9075	sübyancı	noun	pedophile
9076	kombinasyon	noun	combination
9077	ışınlama	noun	irradiation
9078	uydular	noun	nominative plural of uydu
9079	kocakarı	noun	old woman; a person, especially a woman, who acts grumpy, stubborn and shrewish
9080	bağışlamak	verb	to give, donate
9081	mutlular	noun	nominative plural of mutlu
9082	mağarası	noun	third-person singular possessive of mağara
9083	patika	noun	path, track, trail
9084	kısık	adj	choked; pinched
9085	gidişatı	noun	definite accusative singular
9086	kadınlarda	noun	locative plural of kadın
9087	telaşlı	adj	anxious, nervous, excited
9088	tava	noun	frying pan; pan
9089	damga	noun	rubber stamp; cattle brand
9090	lübnan	name	Lebanon (a country in West Asia in the Middle East)
9091	yumru	noun	lump, rounded protuberance or protrusion
9092	aza	noun	member; members
9093	tazı	noun	hound; greyhound
9094	ananın	noun	genitive singular of ana
9095	aylaklık	noun	the state of being lazy or idle, laziness
9096	rüzgarlar	noun	nominative plural of rüzgar
9097	dayanıklılık	noun	durability
9098	amerikalılara	name	dative plural of Amerikalı
9099	portre	noun	portrait
9100	amerikalıyım	name	first-person singular predicative of the singular of Amerikalı
